x, y, th, stamp, 
8.16538143157959,0.25021442770957947,1.7101432777147219,1696616950167182622,
8.16538143157959,0.25021445751190186,1.7101442257012505,1696616950217972867,
8.16538143157959,0.25021445751190186,1.7101442257012505,1696616950277560211,
8.16538143157959,0.25021445751190186,1.7101442257012505,1696616950326908082,
8.16538143157959,0.25021445751190186,1.7101442257012505,1696616950376953018,
8.16538143157959,0.25021445751190186,1.7101442257012505,1696616950427336906,
8.16538143157959,0.25021445751190186,1.7101448445426195,1696616950471893603,
8.16538143157959,0.25021445751190186,1.7101448445426195,1696616950522872083,
8.16538143157959,0.25021445751190186,1.7101448480829529,1696616950573032467,
8.16538143157959,0.25021445751190186,1.7101447317934109,1696616950618017761,
8.16538143157959,0.25021445751190186,1.7101447317934109,1696616950661055206,
8.16538143157959,0.25021445751190186,1.7101445214761501,1696616950711003077,
8.16538143157959,0.25021448731422424,1.7101445975215301,1696616950779037700,
8.16538143157959,0.25021448731422424,1.7101445975215301,1696616950821908841,
8.16538143157959,0.25021448731422424,1.7101443331569919,1696616950870899523,
8.16538143157959,0.25021448731422424,1.7101443331569919,1696616950921865189,
8.16538143157959,0.25021448731422424,1.710143650792729,1696616950973048874,
8.16538143157959,0.25021445751190186,1.7101428536442138,1696616951018950842,
8.16538143157959,0.25021445751190186,1.7101428536442138,1696616951062166441,
8.16538143157959,0.25021445751190186,1.7101423290936084,1696616951111882331,
8.16538143157959,0.25021442770957947,1.7101416976635642,1696616951179883539,
8.16538143157959,0.25021442770957947,1.7101415730195675,1696616951222032611,
8.16538143157959,0.25021442770957947,1.710141362495415,1696616951270915376,
8.16538143157959,0.25021442770957947,1.7101412343731797,1696616951321864270,
8.16538143157959,0.25021442770957947,1.7101408401829585,1696616951369049371,
8.16538143157959,0.25021442770957947,1.710140485247996,1696616951419066147,
8.16538143157959,0.25021442770957947,1.7101402168967517,1696616951462735067,
8.16538143157959,0.25021442770957947,1.710139816628047,1696616951512879114,
8.16538143157959,0.2502143979072571,1.7101388165335776,1696616951580051821,
8.16538143157959,0.2502143979072571,1.7101385647326317,1696616951621909706,
8.16538143157959,0.2502143979072571,1.7101381935364592,1696616951671896621,
8.16538143157959,0.2502143979072571,1.7101380573987448,1696616951722869539,
8.16538143157959,0.2502143979072571,1.7101380960484074,1696616951770051423,
8.16538143157959,0.2502143979072571,1.710138135379111,1696616951820017398,
8.16538143157959,0.2502143979072571,1.7101382945213843,1696616951862072335,
8.16538143157959,0.2502143979072571,1.710138658028066,1696616951911888525,
8.16538143157959,0.25021442770957947,1.7101394456446413,1696616951978907451,
8.16538143157959,0.25021445751190186,1.7101397376314482,1696616952021901702,
8.165382385253906,0.25021564960479736,1.7101435361017483,1696616952073104709,
8.165111541748047,0.25083136558532715,1.7105865275844718,1696616952123922364,
8.164361953735352,0.25231337547302246,1.7106271833672886,1696616952170128011,
8.163734436035156,0.25389254093170166,1.7108653807534318,1696616952220064939,
8.163206100463867,0.25510886311531067,1.7111195051077943,1696616952263438093,
8.16271686553955,0.25627318024635315,1.7109824801390299,1696616952313854048,
8.162089347839355,0.258142352104187,1.7106871335933207,1696616952381017921,
8.161527633666992,0.25933828949928284,1.7106238249327075,1696616952421950665,
8.160717010498047,0.26138365268707275,1.7108372979510325,1696616952471916450,
8.159488677978516,0.26375508308410645,1.710564954804797,1696616952521032186,
8.158523559570312,0.26634112000465393,1.7106698901824444,1696616952572167913,
8.157552719116211,0.2689664959907532,1.7106038251391689,1696616952622030034,
8.156538009643555,0.2709139883518219,1.710793371641006,1696616952662747013,
8.154942512512207,0.2741536796092987,1.711050991403389,1696616952711905230,
8.153263092041016,0.2789773643016815,1.7108816568054404,1696616952781901746,
8.151986122131348,0.2819373905658722,1.7108816568054404,1696616952822041333,
8.149941444396973,0.2853371798992157,1.7111775213927665,1696616952871929113,
8.148679733276367,0.2895933985710144,1.711286023459844,1696616952921938669,
8.146763801574707,0.2935030162334442,1.7109767994296994,1696616952972432620,
8.144841194152832,0.2977233827114105,1.711796520738254,1696616953022076886,
8.143645286560059,0.3013572692871094,1.7116167639946371,1696616953063003348,
8.14148235321045,0.30563849210739136,1.7114122567002725,1696616953111986072,
8.138930320739746,0.31248199939727783,1.711472234723318,1696616953181947464,
8.136975288391113,0.31725436449050903,1.7113988070650266,1696616953222567520,
8.134992599487305,0.32264408469200134,1.7104230807514098,1696616953273086043,
8.132587432861328,0.32809144258499146,1.7106936800012997,1696616953322003538,
8.13012981414795,0.3337596654891968,1.711013901741237,1696616953371134958,
8.127569198608398,0.34012192487716675,1.710795862282937,1696616953422800848,
8.125471115112305,0.3453259766101837,1.7106366020641934,1696616953462523776,
8.122641563415527,0.3517458438873291,1.7104164673023725,1696616953513506607,
8.118544578552246,0.3614733815193176,1.7103226889708285,1696616953581889017,
8.116131782531738,0.36719560623168945,1.7103226889708285,1696616953621940980,
8.113140106201172,0.3743002712726593,1.7102193180693661,1696616953672926778,
8.109882354736328,0.3817209005355835,1.7102193180693661,1696616953721900570,
8.106719970703125,0.38954105973243713,1.7102193180693661,1696616953771988856,
8.103317260742188,0.39716866612434387,1.7102193180693661,1696616953821955514,
8.100671768188477,0.4035125970840454,1.7104092665942052,1696616953861960693,
8.097180366516113,0.4117557406425476,1.710708771374602,1696616953912048343,
8.092086791992188,0.4236240088939667,1.710708771374602,1696616953982326961,
8.089133262634277,0.4307231903076172,1.710708771374602,1696616954022106688,
8.085384368896484,0.4393728971481323,1.7103858937085088,1696616954072143165,
8.081462860107422,0.44865795969963074,1.710385893732091,1696616954122265820,
8.077604293823242,0.45805785059928894,1.71048669288617,1696616954172380997,
8.073307991027832,0.4682837426662445,1.7104865527391233,1696616954222496911,
8.069910049438477,0.47640129923820496,1.7104865527391233,1696616954262782096,
8.063315391540527,0.49109092354774475,1.7103868287246866,1696616954332335745,
8.058794975280762,0.5017896294593811,1.7106725353860786,1696616954382557090,
8.055228233337402,0.5104943513870239,1.7106725353860786,1696616954422085299,
8.050481796264648,0.5212801098823547,1.7106725353860786,1696616954472173227,
8.045675277709961,0.5327814221382141,1.7111595669694855,1696616954522281969,
8.040712356567383,0.5442528128623962,1.7111594968242287,1696616954572303657,
8.035635948181152,0.5560535788536072,1.7111594968242287,1696616954622886510,
8.031426429748535,0.5657318830490112,1.7111594968242287,1696616954661890416,
8.0243558883667,0.5832460522651672,1.7111594968242287,1696616954732408010,
8.018730163574219,0.5955826640129089,1.7108658099768934,1696616954782670391,
8.014347076416016,0.6056903600692749,1.7108616064281297,1696616954823701585,
8.008813858032227,0.6187404990196228,1.7108725602963826,1696616954872073160,
8.00321102142334,0.6316473484039307,1.710983355919068,1696616954922065014,
7.9977545738220215,0.6450602412223816,1.7112464292528227,1696616954971933953,
7.991772651672363,0.6584797501564026,1.7109973740616828,1696616955025661443,
7.987115859985352,0.6693705320358276,1.7109973740616828,1696616955063529168,
7.978501319885254,0.6893848776817322,1.7109578658997413,1696616955131968159,
7.972348690032959,0.7036818861961365,1.7109578658997413,1696616955182156860,
7.967397689819336,0.7156359553337097,1.7109578658997413,1696616955223914212,
7.961076736450195,0.7302539348602295,1.7113119523059852,1696616955271934042,
7.954813480377197,0.7449575662612915,1.7113119463671616,1696616955321889788,
7.94832181930542,0.7598092555999756,1.7113119463671616,1696616955371930679,
7.941725254058838,0.7755584120750427,1.7115374011907123,1696616955421928109,
7.936422348022461,0.7881456613540649,1.7113475922265604,1696616955462310992,
7.9269633293151855,0.8103694319725037,1.7109172602971188,1696616955531927532,
7.920748233795166,0.8250059485435486,1.7109148148063502,1696616955577956524,
7.914052963256836,0.8407926559448242,1.7111435795364995,1696616955625936388,
7.907212257385254,0.8571057319641113,1.711184227293165,1696616955675920104,
7.901223659515381,0.8711726069450378,1.7112001142505027,1696616955717899530,
7.894431114196777,0.8877437114715576,1.7105312126160261,1696616955766936369,
7.886740207672119,0.9050203561782837,1.710162504835915,1696616955817945019,
7.879211902618408,0.9229819178581238,1.7110928924344841,1696616955867342323,
7.870101451873779,0.9443326592445374,1.7108700870553128,1696616955926928874,
7.8625898361206055,0.9617143869400024,1.7107234642805418,1696616955977987991,
7.854831218719482,0.979570209980011,1.71132530345166,1696616956026992061,
7.847848892211914,0.9962775111198425,1.7114874723138438,1696616956071939105,
7.839866638183594,1.0149297714233398,1.7107056544804118,1696616956121923766,
7.831924915313721,1.0337721109390259,1.710486236889894,1696616956171940090,
7.823760032653809,1.052817463874817,1.710486236889894,1696616956221981617,
7.817033290863037,1.068312644958496,1.710486236889894,1696616956262508261,
7.8055806159973145,1.0953395366668701,1.710486236889894,1696616956331909687,
7.797055721282959,1.1148550510406494,1.710486236889894,1696616956382949747,
7.790421485900879,1.1311719417572021,1.710486236889894,1696616956422096613,
7.782125949859619,1.1513543128967285,1.710218020197133,1696616956471943031,
